Fannie Mae Projected Environmental Impact At Issuance Per CUSIP: Multifamily Green MBS(1)(2),,,,,,,,,
2012-2022,,,,,,,,,
© 2023 Fannie Mae,,,,,,,,,
,,,,,,,,,
Security CUSIP,(notes),Green Financing Type,Issue Date,"Issuance UPB
($USD)","Estimated Annual 
Energy Savings (3)(4)
(kBTU) ","Estimated Annual 
Emissions Savings (3)
(MTCO2e) ","Estimated Annual 
Water Savings (3)
(gallons) ",,
3140J2XB7,,Green Rewards,1 Dec 2020," 8,195,000 "," 1,830,976 ", 131 ," 1,172,700 ",,
3140J2XK7,,Green Building Certification,1 Dec 2020," 25,069,000 "," 4,782,524 ", 181 , -   ,,
3140J2XP6,,Green Rewards,1 Dec 2020," 13,120,000 "," 2,363,847 ", 169 ," 1,311,140 ",,
3140J2XQ4,,Green Rewards,1 Dec 2020," 11,742,000 "," 4,977,030 ", 357 ," 1,803,940 ",,
3140J2XU5,,Green Rewards,1 Dec 2020," 8,720,000 "," 1,016,290 ", 70 ," 198,720 ",,
3140J2XW1,,Green Rewards,1 Dec 2020," 12,755,000 "," 638,718 ", 40 ," 350,510 ",,
3140J2YP5,,Green Building Certification,1 Dec 2020," 28,500,000 "," 2,153,727 ", 84 , -   ,,
3140J2YY6,,Green Building Certification,1 Dec 2020," 34,000,000 "," 2,164,986 ", 97 , -   ,,
3140J2Z33,,Green Rewards,1 Dec 2020," 11,850,000 "," 1,723,395 ", 123 ," 515,950 ",,
3140J2ZA7,,Green Rewards,1 Dec 2020," 6,336,000 "," 329,366 ", 20 ," 281,530 ",,
3140J2ZD1,,Green Rewards,1 Dec 2020," 8,500,000 "," 465,937 ", 29 ," 186,680 ",,
3140J2ZF6,,Green Rewards,1 Dec 2020," 8,769,000 "," 1,428,263 ", 102 , -   ,,
3140J2ZG4,,Green Rewards,1 Dec 2020," 9,005,000 "," 781,981 ", 46 ," 973,450 ",,
3140J2ZH2,,Green Rewards,1 Dec 2020," 27,213,000 "," 5,021,372 ", 360 ," 1,826,790 ",,
3140J2ZJ8,,Green Rewards,1 Dec 2020," 13,514,000 "," 2,420,670 ", 128 ," 413,670 ",,
3140J2ZL3,,Green Rewards,1 Dec 2020," 13,515,000 "," 1,279,897 ", 72 ," 1,250,420 ",,
3140J3AH7,,Green Rewards,1 Dec 2020," 18,900,000 "," 4,886,496 ", 350 ," 1,717,000 ",,
3140J3AL8,,Green Rewards,1 Dec 2020," 14,750,000 "," 2,756,313 ", 197 ," 746,240 ",,
3140J3B29,,Green Rewards,1 Dec 2020," 9,620,000 "," 2,398,859 ", 172 ," 643,450 ",,
3140J3B86,,Green Rewards,1 Dec 2020," 12,442,000 "," 2,793,692 ", 193 ," 1,093,400 ",,
3140J3BF0,,Green Rewards,1 Dec 2020," 28,836,000 "," 4,431,314 ", 232 ," 601,150 ",,
3140J3BG8,,Green Building Certification,1 Dec 2020," 37,887,000 "," 1,341,918 ", 56 ," 774,000 ",,
3140J3BL7,,Green Rewards,1 Dec 2020," 38,000,000 "," 3,278,772 ", 235 ," 1,452,090 ",,
3140J3BN3,,Green Rewards,1 Dec 2020," 13,344,000 "," 2,641,194 ", 189 ," 834,710 ",,
3140J3BT0,,Green Building Certification,1 Dec 2020," 35,750,000 "," 1,947,917 ", 83 ," 1,086,000 ",,
3140J3BY9,,Green Building Certification,1 Dec 2020," 36,366,000 "," 1,374,581 ", 53 , -   ,,
3140J3C44,(5),Green Building Certification,1 Dec 2020," 81,720,000 ", -   , -   ," 1,614,000 ",,
3140J3C69,,Green Rewards,1 Dec 2020," 12,925,000 "," 1,768,363 ", 92 ," 2,094,180 ",,
3140J3C93,,Green Rewards,1 Dec 2020," 16,319,000 "," 3,143,464 ", 194 ," 2,850,050 ",,
3140J3CB8,,Green Rewards,1 Dec 2020," 6,989,000 "," 1,503,985 ", 108 ," 627,060 ",,
3140J3CP7,,Green Rewards,1 Dec 2020," 16,381,000 "," 2,009,262 ", 144 ," 741,680 ",,
3140J3CR3,,Green Rewards,1 Dec 2020," 25,410,000 "," 3,190,998 ", 229 ," 1,318,550 ",,
3140J3CW2,,Green Rewards,1 Dec 2020," 6,541,000 "," 1,935,030 ", 122 ," 1,205,560 ",,
3140J3DB7,,Green Rewards,1 Dec 2020," 16,880,000 "," 3,012,451 ", 216 ," 1,947,690 ",,
3140LAAD7,,Green Rewards,1 Dec 2020," 21,931,000 "," 3,918,136 ", 276 ," 766,170 ",,
3140LAAT2,,Green Building Certification,1 Dec 2020," 6,250,000 "," 682,759 ", 26 , -   ,,
3140LABP9,,Green Rewards,1 Dec 2020," 9,375,000 "," 674,894 ", 46 ," 178,570 ",,
3140LABQ7,,Green Rewards,1 Dec 2020," 7,293,000 "," 1,132,960 ", 65 ," 1,505,630 ",,
3140LACJ2,,Green Rewards,1 Dec 2020," 10,835,000 "," 674,357 ", 46 ," 161,110 ",,
3140LACY9,,Green Building Certification,1 Dec 2020," 12,825,000 "," 270,352 ", 15 ," 261,000 ",,
3140LAE27,,Green Rewards,1 Dec 2020," 16,315,000 "," 3,162,671 ", 227 ," 1,484,860 ",,
3140LAE50,,Green Rewards,1 Dec 2020," 21,000,000 "," 3,670,718 ", 263 ," 953,550 ",,
3140LAED3,,Green Rewards,1 Dec 2020," 9,100,000 "," 664,902 ", 40 ," 260,750 ",,
3140LAEW1,,Green Rewards,1 Dec 2020," 6,792,000 "," 3,911,578 ", 280 ," 2,970,680 ",,
3140LAEY7,,Green Rewards,1 Dec 2020," 4,945,000 "," 1,747,363 ", 125 ," 1,304,890 ",,
3140LAEZ4,,Green Rewards,1 Dec 2020," 15,340,000 "," 3,576,075 ", 256 ," 1,309,540 ",,
3140LAFG5,,Green Building Certification,1 Dec 2020," 25,113,000 "," 4,058,817 ", 195 , -   ,,
3140LAFP5,,Green Rewards,1 Dec 2020," 35,750,000 "," 3,833,640 ", 275 ," 1,171,650 ",,
3140LAH73,,Green Building Certification,1 Dec 2020," 64,330,000 "," 2,195,914 ", 114 , -   ,,
3140LAL52,,Green Building Certification,1 Dec 2020," 93,932,000 "," 9,296,306 ", 587 , -   ,,
3140LAPA7,,Green Rewards,1 Dec 2020," 8,000,000 "," 397,933 ", 26 ," 260,050 ",,
3140J12B3,,Green Rewards,1 Nov 2020," 8,000,000 "," 1,327,209 ", 87 ," 690,430 ",,
3140J12P2,,Green Rewards,1 Nov 2020," 17,500,000 "," 575,306 ", 32 ," 497,830 ",,
3140J13Y2,,Green Rewards,1 Nov 2020," 50,423,000 "," 5,863,356 ", 379 ," 6,612,520 ",,
3140J14S4,,Green Building Certification,1 Nov 2020," 76,800,000 "," 2,235,240 ", 74 ," 1,599,000 ",,
3140J15B0,,Green Building Certification,1 Nov 2020," 27,329,000 "," 5,537,003 ", 316 , -   ,,
3140J15Y0,,Green Rewards,1 Nov 2020," 9,660,000 "," 1,483,826 ", 93 ," 1,317,640 ",,
3140J15Z7,,Green Rewards,1 Nov 2020," 12,600,000 "," 2,061,308 ", 138 ," 1,543,650 ",,
3140J16H6,,Green Rewards,1 Nov 2020," 16,700,000 "," 2,224,433 ", 133 ," 871,280 ",,
3140J16K9,,Green Building Certification,1 Nov 2020," 39,060,000 "," 3,063,379 ", 138 , -   ,,
3140J16L7,,Green Rewards,1 Nov 2020," 29,400,000 "," 4,537,377 ", 325 ," 3,479,700 ",,
3140J16P8,,Green Building Certification,1 Nov 2020," 99,000,000 "," 2,664,305 ", 138 , -   ,,
3140J17B8,,Green Rewards,1 Nov 2020," 43,600,000 "," 5,700,603 ", 291 ," 2,213,330 ",,
3140J17F9,,Green Rewards,1 Nov 2020," 10,042,000 "," 2,232,877 ", 160 ," 973,000 ",,
3140J17G7,,Green Rewards,1 Nov 2020," 54,995,000 "," 8,697,535 ", 556 ," 2,966,480 ",,
3140J17L6,,Green Rewards,1 Nov 2020," 10,500,000 "," 1,401,167 ", 88 ," 841,160 ",,
3140J1A73,,Green Rewards,1 Nov 2020," 2,272,000 "," 257,113 ", 14 ," 64,940 ",,
3140J1BY3,,Green Rewards,1 Nov 2020," 34,265,000 "," 2,976,093 ", 171 ," 2,381,000 ",,
3140J1PA0,,Green Building Certification,1 Nov 2020," 7,915,000 "," 236,625 ", 8 , -   ,,
3140J1QL5,,Green Rewards,1 Nov 2020," 19,571,000 "," 1,599,174 ", 109 ," 1,492,750 ",,
3140J1RY6,,Green Rewards,1 Nov 2020," 97,528,000 "," 4,396,249 ", 293 ," 2,870,130 ",,
3140J1T81,,Green Rewards,1 Nov 2020," 38,233,000 "," 4,623,048 ", 331 ," 2,652,470 ",,
3140J1TZ1,(5),Green Building Certification,1 Nov 2020," 50,862,000 ", -   , -   ," 1,488,000 ",,
3140J1VX3,,Green Rewards,1 Nov 2020," 30,240,000 "," 3,469,476 ", 249 ," 1,249,420 ",,
3140J2A22,,Green Rewards,1 Nov 2020," 8,736,000 "," 3,452,489 ", 247 ," 849,890 ",,
3140J2AE6,,Green Building Certification,1 Nov 2020," 22,295,000 "," 1,744,219 ", 85 ," 1,209,000 ",,
3140J2AF3,,Green Building Certification,1 Nov 2020," 7,095,000 "," 1,362,887 ", 66 ," 785,000 ",,
3140J2AL0,,Green Building Certification,1 Nov 2020," 41,175,000 "," 3,424,221 ", 146 ," 2,310,000 ",,
3140J2AM8,,Green Rewards,1 Nov 2020," 36,731,000 "," 2,073,752 ", 149 ," 2,804,000 ",,
3140J2BG0,,Green Building Certification,1 Nov 2020," 64,350,000 "," 1,907,228 ", 95 ," 1,983,000 ",,
3140J2BQ8,,Green Rewards,1 Nov 2020," 10,575,000 "," 1,398,659 ", 85 ," 845,150 ",,
3140J2BV7,,Green Rewards,1 Nov 2020," 30,750,000 "," 2,907,659 ", 196 ," 622,710 ",,
3140J2BX3,,Green Rewards,1 Nov 2020," 8,030,000 "," 1,880,537 ", 129 ," 1,273,940 ",,
3140J2C38,,Green Rewards,1 Nov 2020," 6,924,000 "," 1,722,634 ", 123 ," 403,110 ",,
3140J2C46,,Green Rewards,1 Nov 2020," 37,440,000 "," 2,835,551 ", 184 ," 1,774,420 ",,
3140J2C95,,Green Rewards,1 Nov 2020," 18,350,000 "," 4,281,695 ", 307 ," 2,077,620 ",,
3140J2CB0,,Green Rewards,1 Nov 2020," 24,925,000 "," 3,930,247 ", 282 ," 925,050 ",,
3140J2CC8,,Green Rewards,1 Nov 2020," 29,445,000 "," 5,460,599 ", 391 ," 1,741,000 ",,
3140J2CD6,,Green Building Certification,1 Nov 2020," 29,933,700 "," 4,548,375 ", 139 , -   ,,
3140J2CF1,,Green Rewards,1 Nov 2020," 10,093,000 "," 1,782,034 ", 128 ," 383,680 ",,
3140J2CT1,,Green Rewards,1 Nov 2020," 6,527,000 "," 2,437,139 ", 151 ," 1,475,400 ",,
3140J2CW4,,Green Rewards,1 Nov 2020," 18,000,000 "," 4,498,663 ", 322 ," 2,207,820 ",,
3140J2CX2,,Green Rewards,1 Nov 2020," 15,000,000 "," 4,004,410 ", 280 ," 2,616,130 ",,
3140J2D52,,Green Rewards,1 Nov 2020," 23,200,000 "," 3,921,855 ", 281 ," 1,945,260 ",,
3140J2DF0,,Green Rewards,1 Nov 2020," 34,320,000 "," 3,598,937 ", 240 ," 1,522,980 ",,
3140J2DG8,,Green Rewards,1 Nov 2020," 6,412,000 "," 2,573,940 ", 184 ," 610,130 ",,
3140J2DJ2,,Green Building Certification,1 Nov 2020," 30,550,000 "," 1,867,516 ", 101 ," 1,263,000 ",,
3140J2DK9,,Green Rewards,1 Nov 2020," 34,595,000 "," 5,143,132 ", 331 ," 4,438,030 ",,
3140J2DL7,,Green Rewards,1 Nov 2020," 24,975,000 "," 3,334,400 ", 195 ," 1,490,640 ",,
3140J2DM5,,Green Building Certification,1 Nov 2020," 23,100,000 "," 2,576,485 ", 169 ," 1,620,000 ",,
3140J2DP8,,Green Rewards,1 Nov 2020," 25,350,000 "," 3,934,879 ", 282 ," 2,531,640 ",,
3140J2DQ6,,Green Rewards,1 Nov 2020," 12,525,000 "," 681,985 ", 49 ," 453,340 ",,
3140J2DR4,,Green Building Certification,1 Nov 2020," 5,262,000 "," 868,626 ", 57 ," 546,000 ",,
3140J2DT0,,Green Rewards,1 Nov 2020," 12,750,000 "," 707,350 ", 51 ," 608,820 ",,
3140J2DV5,,Green Rewards,1 Nov 2020," 12,200,000 "," 1,909,379 ", 128 ," 800,420 ",,
3140J2DW3,,Green Building Certification,1 Nov 2020," 9,600,000 "," 1,881,802 ", 71 , -   ,,
3140J2DZ6,,Green Rewards,1 Nov 2020," 8,000,000 "," 2,387,654 ", 171 ," 1,035,630 ",,
3140J2E36,,Green Rewards,1 Nov 2020," 9,850,000 "," 737,864 ", 53 ," 230,920 ",,
3140J2E93,,Green Rewards,1 Nov 2020," 48,000,000 "," 6,447,094 ", 462 ," 2,192,220 ",,
3140J2EC6,,Green Rewards,1 Nov 2020," 50,697,000 "," 4,921,938 ", 353 ," 2,699,170 ",,
3140J2EG7,,Green Building Certification,1 Nov 2020," 10,250,000 "," 197,195 ", 6 ," 164,000 ",,
3140J2EH5,,Green Rewards,1 Nov 2020," 5,580,000 "," 2,427,678 ", 174 ," 2,418,840 ",,
3140J2EP7,,Green Rewards,1 Nov 2020," 7,900,000 "," 526,967 ", 35 ," 177,050 ",,
3140J2EQ5,,Green Rewards,1 Nov 2020," 7,708,000 "," 459,292 ", 30 ," 401,490 ",,
3140J2ES1,,Green Rewards,1 Nov 2020," 11,030,000 "," 1,421,606 ", 106 ," 951,170 ",,
3140J2EZ5,,Green Rewards,1 Nov 2020," 29,950,000 "," 4,685,574 ", 336 ," 2,389,460 ",,
3140J2F50,,Green Rewards,1 Nov 2020," 40,425,000 "," 2,544,552 ", 168 ," 3,207,800 ",,
3140J2F92,,Green Rewards,1 Nov 2020," 71,400,000 "," 7,905,857 ", 566 ," 5,546,820 ",,
3140J2FB7,,Green Rewards,1 Nov 2020," 20,320,000 "," 2,656,497 ", 161 ," 2,275,060 ",,
3140J2FF8,,Green Rewards,1 Nov 2020," 3,600,000 "," 1,632,974 ", 107 ," 881,360 ",,
3140J2FG6,,Green Rewards,1 Nov 2020," 25,000,000 "," 2,638,601 ", 167 ," 2,539,430 ",,
3140J2FH4,,Green Rewards,1 Nov 2020," 10,445,000 "," 1,122,876 ", 71 ," 723,110 ",,
3140J2FP6,,Green Rewards,1 Nov 2020," 10,467,000 "," 1,987,838 ", 146 ," 2,093,200 ",,
3140J2FR2,,Green Rewards,1 Nov 2020," 29,175,000 "," 3,886,869 ", 278 ," 1,186,200 ",,
3140J2FW1,,Green Building Certification,1 Nov 2020," 24,375,000 "," 800,063 ", 48 ," 561,000 ",,
3140J2G34,,Green Rewards,1 Nov 2020," 7,090,000 "," 225,279 ", 16 ," 114,980 ",,
3140J2GB6,,Green Rewards,1 Nov 2020," 41,513,000 "," 4,930,947 ", 353 ," 1,537,420 ",,
3140J2GD2,,Green Building Certification,1 Nov 2020," 39,000,000 "," 6,381,187 ", 365 , -   ,,
3140J2GM2,,Green Rewards,1 Nov 2020," 36,956,000 "," 2,336,030 ", 142 ," 1,524,640 ",,
3140J2H33,,Green Rewards,1 Nov 2020," 32,319,000 "," 4,480,224 ", 266 ," 2,647,200 ",,
3140J2H74,,Green Rewards,1 Nov 2020," 8,408,000 "," 278,966 ", 17 ," 288,200 ",,
3140J2H82,,Green Rewards,1 Nov 2020," 13,915,000 "," 3,034,290 ", 153 ," 1,950,730 ",,
3140J2HF6,,Green Building Certification,1 Nov 2020," 35,500,000 "," 4,866,500 ", 269 ," 2,520,000 ",,
3140J2HN9,,Green Rewards,1 Nov 2020," 5,000,000 "," 934,913 ", 61 ," 955,040 ",,
3140J2HR0,,Green Rewards,1 Nov 2020," 6,374,000 "," 300,577 ", 19 ," 261,350 ",,
3140J2HS8,,Green Rewards,1 Nov 2020," 30,225,000 "," 6,269,798 ", 449 ," 7,556,150 ",,
3140J2J72,,Green Rewards,1 Nov 2020," 6,811,000 "," 451,895 ", 28 ," 399,850 ",,
3140J2JD9,,Green Rewards,1 Nov 2020," 9,750,000 "," 1,176,629 ", 80 ," 622,830 ",,
3140J2JU1,,Green Building Certification,1 Nov 2020," 50,060,000 "," 1,837,975 ", 95 ," 1,773,000 ",,
3140J2K21,,Green Building Certification,1 Nov 2020," 20,020,000 "," 4,004,470 ", 122 , -   ,,
3140J2K47,,Green Rewards,1 Nov 2020," 11,182,500 "," 1,645,445 ", 115 ," 690,000 ",,
3140J2K88,,Green Rewards,1 Nov 2020," 30,500,000 "," 3,345,488 ", 219 ," 2,011,000 ",,
3140J2K96,,Green Rewards,1 Nov 2020," 51,100,000 "," 4,406,808 ", 316 ," 2,055,000 ",,
3140J2KW5,,Green Building Certification,1 Nov 2020," 23,280,000 "," 6,633,593 ", 372 ," 6,378,000 ",,
3140J2KZ8,,Green Rewards,1 Nov 2020," 20,451,000 "," 3,071,773 ", 220 ," 1,895,850 ",,
3140J2L20,,Green Rewards,1 Nov 2020," 25,700,000 "," 3,626,580 ", 194 ," 1,867,620 ",,
3140J2L79,,Green Building Certification,1 Nov 2020," 18,122,000 "," 831,518 ", 27 , -   ,,
3140J2L95,,Green Rewards,1 Nov 2020," 6,885,000 "," 1,666,931 ", 119 ," 1,281,140 ",,
3140J2LC8,,Green Rewards,1 Nov 2020," 6,960,000 "," 1,073,053 ", 60 ," 462,660 ",,
3140J2LE4,,Green Building Certification,1 Nov 2020," 6,700,000 "," 2,396,861 ", 132 ," 1,506,000 ",,
3140J2LF1,,Green Rewards,1 Nov 2020," 1,190,000 "," 113,925 ", 6 ," 96,350 ",,
3140J2LJ3,,Green Rewards,1 Nov 2020," 17,850,000 "," 5,175,433 ", 371 ," 2,514,600 ",,
3140J2LL8,,Green Rewards,1 Nov 2020," 34,875,000 "," 5,788,653 ", 415 ," 2,913,340 ",,
3140J2LM6,,Green Rewards,1 Nov 2020," 19,500,000 "," 2,712,499 ", 194 ," 1,293,460 ",,
3140J2LP9,,Green Rewards,1 Nov 2020," 29,694,000 "," 4,742,216 ", 340 ," 1,969,280 ",,
3140J2LQ7,,Green Rewards,1 Nov 2020," 32,607,000 "," 4,193,848 ", 300 ," 1,169,930 ",,
3140J2LR5,,Green Rewards,1 Nov 2020," 3,921,000 "," 161,147 ", 10 ," 127,350 ",,
3140J2LW4,,Green Building Certification,1 Nov 2020," 24,994,000 "," 1,222,119 ", 69 ," 873,000 ",,
3140J2LY0,,Green Building Certification,1 Nov 2020," 32,370,000 "," 7,371,843 ", 421 , -   ,,
3140J2M37,,Green Rewards,1 Nov 2020," 6,442,000 "," 685,335 ", 35 ," 690,950 ",,
3140J2M45,,Green Rewards,1 Nov 2020," 17,300,000 "," 1,366,852 ", 82 ," 1,462,400 ",,
3140J2MC7,,Green Rewards,1 Nov 2020," 7,609,000 "," 183,970 ", 13 ," 119,760 ",,
3140J2ML7,,Green Rewards,1 Nov 2020," 35,813,000 "," 3,318,934 ", 170 ," 1,151,420 ",,
3140J2MM5,,Green Rewards,1 Nov 2020," 10,205,000 "," 1,571,446 ", 113 ," 1,274,030 ",,
3140J2MZ6,,Green Building Certification,1 Nov 2020," 14,500,000 "," 609,327 ", 20 , -   ,,
3140J2N36,,Green Rewards,1 Nov 2020," 13,650,000 "," 1,663,935 ", 84 ," 777,230 ",,
3140J2N44,,Green Building Certification,1 Nov 2020," 38,691,000 "," 1,023,224 ", 53 , -   ,,
3140J2N51,,Green Rewards,1 Nov 2020," 7,530,000 "," 3,102,006 ", 222 ," 1,918,440 ",,
3140J2N69,,Green Rewards,1 Nov 2020," 7,260,000 "," 3,363,813 ", 241 ," 1,622,780 ",,
3140J2N77,,Green Rewards,1 Nov 2020," 4,652,000 "," 1,950,482 ", 140 ," 1,145,910 ",,
3140J2N93,,Green Rewards,1 Nov 2020," 21,500,000 "," 2,092,170 ", 111 ," 1,361,290 ",,
3140J2NH5,,Green Rewards,1 Nov 2020," 13,525,000 "," 894,333 ", 59 ," 518,610 ",,
3140J2NP7,,Green Rewards,1 Nov 2020," 4,781,000 "," 778,351 ", 48 ," 555,720 ",,
3140J2NQ5,,Green Rewards,1 Nov 2020," 6,422,000 "," 2,470,438 ", 167 ," 873,340 ",,
3140J2NR3,,Green Rewards,1 Nov 2020," 5,220,000 "," 772,801 ", 49 ," 536,090 ",,
3140J2NS1,,Green Rewards,1 Nov 2020," 29,000,000 "," 3,723,810 ", 239 ," 1,221,430 ",,
3140J2NU6,,Green Rewards,1 Nov 2020," 4,725,000 "," 802,279 ", 49 ," 553,700 ",,
3140J2NV4,,Green Building Certification,1 Nov 2020," 39,438,000 "," 1,356,214 ", 65 , -   ,,
3140J2NW2,,Green Rewards,1 Nov 2020," 78,976,000 "," 6,399,712 ", 448 ," 4,952,030 ",,
3140J2PD2,,Green Rewards,1 Nov 2020," 15,219,000 "," 1,325,997 ", 72 ," 1,098,500 ",,
3140J2PE0,,Green Rewards,1 Nov 2020," 16,275,000 "," 1,386,582 ", 75 ," 1,182,600 ",,
3140J2PY6,,Green Building Certification,1 Nov 2020," 19,450,000 "," 1,116,601 ", 48 ," 753,000 ",,
3140J2QN9,,Green Rewards,1 Nov 2020," 12,100,000 "," 1,831,097 ", 114 ," 1,875,990 ",,
3140J2QP4,,Green Rewards,1 Nov 2020," 3,025,000 "," 889,420 ", 57 ," 533,000 ",,
3140J2QR0,,Green Rewards,1 Nov 2020," 36,589,000 "," 9,323,062 ", 668 ," 4,505,000 ",,
3140J2QS8,,Green Rewards,1 Nov 2020," 15,879,000 "," 2,302,468 ", 140 ," 1,289,560 ",,
3140J2QT6,,Green Rewards,1 Nov 2020," 9,516,000 "," 2,064,941 ", 121 ," 867,650 ",,
3140J2R99,,Green Rewards,1 Nov 2020," 10,650,000 "," 2,943,655 ", 173 ," 1,359,980 ",,
3140J2RP3,,Green Rewards,1 Nov 2020," 48,104,000 "," 4,139,785 ", 297 ," 1,384,500 ",,
3140J2RR9,,Green Building Certification,1 Nov 2020," 18,523,000 "," 2,395,348 ", 102 , -   ,,
3140J2SC1,,Green Rewards,1 Nov 2020," 25,380,000 "," 3,583,375 ", 213 ," 2,389,960 ",,
3140J2SF4,,Green Rewards,1 Nov 2020," 920,785 "," 98,176 ", 7 ," 32,120 ",,
3140J2SG2,,Green Rewards,1 Nov 2020," 6,955,000 "," 891,638 ", 60 ," 242,420 ",,
3140J2SL1,,Green Rewards,1 Nov 2020," 13,155,000 "," 2,831,640 ", 203 ," 1,537,380 ",,
3140J2SM9,,Green Rewards,1 Nov 2020," 14,678,000 "," 3,739,192 ", 268 ," 1,189,160 ",,
3140J2SS6,,Green Building Certification,1 Nov 2020," 44,025,000 "," 1,118,867 ", 44 ," 1,131,000 ",,
3140J06C9,,Green Rewards,1 Oct 2020," 24,030,000 "," 3,533,173 ", 253 ," 1,560,380 ",,
3140J07B0,,Green Rewards,1 Oct 2020," 17,500,000 "," 6,870,465 ", 492 ," 3,950,770 ",,
3140J12C1,,Green Building Certification,1 Oct 2020," 73,326,000 "," 3,094,738 ", 79 ," 1,206,000 ",,
3140J12K3,,Green Rewards,1 Oct 2020," 7,200,000 "," 1,168,558 ", 84 ," 1,250,140 ",,
3140J12T4,,Green Rewards,1 Oct 2020," 30,810,000 "," 5,876,672 ", 346 ," 2,643,230 ",,
3140J12U1,,Green Rewards,1 Oct 2020," 18,375,000 "," 1,150,062 ", 77 ," 910,990 ",,
3140J13E6,,Green Rewards,1 Oct 2020," 18,200,000 "," 5,800,823 ", 353 ," 2,945,640 ",,
3140J13H9,,Green Rewards,1 Oct 2020," 8,281,000 "," 2,363,757 ", 157 ," 1,636,000 ",,
3140J13K2,,Green Rewards,1 Oct 2020," 9,460,000 "," 1,121,783 ", 59 ," 971,880 ",,
3140J13N6,,Green Rewards,1 Oct 2020," 30,200,000 "," 3,772,837 ", 218 ," 1,425,400 ",,
3140J13Z9,,Green Rewards,1 Oct 2020," 7,400,000 "," 2,583,914 ", 185 ," 1,661,270 ",,
3140J14D7,,Green Rewards,1 Oct 2020," 10,075,000 "," 1,656,212 ", 119 ," 921,540 ",,
3140J14F2,,Green Rewards,1 Oct 2020," 14,363,000 "," 2,134,912 ", 135 ," 3,361,170 ",,
3140J14K1,,Green Rewards,1 Oct 2020," 30,750,000 "," 3,906,610 ", 280 ," 992,600 ",,
3140J14Z8,,Green Rewards,1 Oct 2020," 12,740,000 "," 1,806,409 ", 109 ," 1,979,680 ",,
3140J15D6,,Green Rewards,1 Oct 2020," 17,200,000 "," 2,085,553 ", 149 ," 930,080 ",,
3140J16B9,,Green Rewards,1 Oct 2020," 16,000,000 "," 643,284 ", 43 ," 283,970 ",,
3140J16C7,,Green Rewards,1 Oct 2020," 17,030,000 "," 1,821,716 ", 126 ," 610,480 ",,
3140J1DW5,,Green Rewards,1 Oct 2020," 27,005,000 "," 3,830,248 ", 274 ," 2,248,800 ",,
3140J1EJ3,,Green Building Certification,1 Oct 2020," 11,813,000 "," 182,100 ", 4 ," 297,000 ",,
3140J1FH6,,Green Building Certification,1 Oct 2020," 86,700,000 "," 12,029,734 ", 682 , -   ,,
3140J1G51,,Green Rewards,1 Oct 2020," 8,500,000 "," 3,149,145 ", 212 ," 1,963,210 ",,
3140J1HM3,,Green Rewards,1 Oct 2020," 44,620,000 "," 4,628,738 ", 332 ," 850,560 ",,
3140J1J66,,Green Rewards,1 Oct 2020," 15,581,000 "," 858,663 ", 60 ," 137,660 ",,
3140J1JE9,,Green Building Certification,1 Oct 2020," 51,500,000 "," 1,266,767 ", 62 , -   ,,
3140J1JQ2,,Green Rewards,1 Oct 2020," 30,000,000 "," 5,220,363 ", 293 ," 2,657,880 ",,
3140J1KY3,,Green Rewards,1 Oct 2020," 29,400,000 "," 2,661,628 ", 191 ," 1,563,590 ",,
3140J1L30,,Green Rewards,1 Oct 2020," 16,706,000 "," 3,001,905 ", 181 ," 1,711,870 ",,
3140J1L48,,Green Rewards,1 Oct 2020," 9,865,000 "," 1,447,934 ", 104 ," 613,520 ",,
3140J1LU0,,Green Rewards,1 Oct 2020," 79,235,000 "," 7,774,577 ", 557 ," 4,614,130 ",,
3140J1LV8,,Green Building Certification,1 Oct 2020," 8,150,000 "," 320,091 ", 8 ," 126,000 ",,
3140J1LX4,,Green Rewards,1 Oct 2020," 25,000,000 "," 3,821,916 ", 274 ," 3,384,750 ",,
3140J1M21,,Green Rewards,1 Oct 2020," 19,916,000 "," 2,477,379 ", 177 ," 834,650 ",,
3140J1M39,,Green Rewards,1 Oct 2020," 12,554,000 "," 1,811,531 ", 130 ," 527,760 ",,
3140J1M47,,Green Rewards,1 Oct 2020," 14,609,000 "," 1,671,317 ", 120 ," 869,540 ",,
3140J1M54,,Green Rewards,1 Oct 2020," 16,711,000 "," 2,462,325 ", 176 ," 1,321,520 ",,
3140J1M62,,Green Rewards,1 Oct 2020," 16,339,000 "," 2,200,202 ", 158 ," 784,440 ",,
3140J1M70,,Green Rewards,1 Oct 2020," 16,035,000 "," 2,300,939 ", 165 ," 1,037,090 ",,
3140J1M88,,Green Rewards,1 Oct 2020," 18,902,000 "," 3,901,029 ", 279 ," 1,119,450 ",,
3140J1M96,,Green Rewards,1 Oct 2020," 22,052,000 "," 2,234,596 ", 160 ," 848,330 ",,
3140J1MR6,,Green Building Certification,1 Oct 2020," 346,080,000 "," 27,560,515 ", 797 , -   ,,
3140J1MS4,,Green Rewards,1 Oct 2020," 7,661,000 "," 388,384 ", 20 ," 181,060 ",,
3140J1MU9,,Green Building Certification,1 Oct 2020," 37,543,000 "," 2,250,290 ", 110 ," 1,518,000 ",,
3140J1MX3,,Green Rewards,1 Oct 2020," 11,527,000 "," 2,110,418 ", 151 ," 1,156,730 ",,
